0,1378.4,0.021171000000000002
1,6573.4,0.027363
2,7606.3,0.018519
3,-1913.4,0.014183000000000001
4,22204.0,0.013474000000000002
5,11567.0,0.014247999999999999
6,8586.3,0.021241
7,9954.9,0.016763999999999998
8,1483.4,0.031462000000000004
9,5856.6,0.027212
10,-347.2,0.058588999999999995
11,-4593.8,0.051881
12,-1143.4,0.0025802
13,-6385.2,0.015613
14,-4323.0,0.038219
15,6286.8,0.057307000000000004
16,2936.0,0.022853000000000002
17,-389.25,0.020529
18,-683.48,0.026146
19,2030.4,0.013033000000000001
20,2554.2,0.019469
21,4253.1,0.038988999999999996
22,2583.2,0.039721
23,-7953.6,0.026093
24,-626.02,0.043443
25,-4037.7,0.020618
26,3992.8,0.047066000000000004
27,,
28,-14325.0,5.088e-05
29,,
30,-11064.0,4.6444e-05
31,,
32,,
33,-1774.3,6.9619e-05
34,-10788.0,6.9482e-05
35,-9478.1,0.00016391
36,-10612.0,0.00010442
37,-15672.0,8.298999999999999e-05
38,-20240.0,0.00010585999999999998
39,-18336.0,5.9074e-05
40,-5150.0,8.4081e-05
41,-8001.5,7.3175e-05
42,-2185.4,9.26e-05
43,-9387.6,3.5459e-05
44,-12865.0,7.7879e-05
45,-28992.0,7.4842e-05
46,-2527.5,5.7151e-05
47,-10849.0,9.6902e-05
48,-2013.0,0.01003
